siteID,siteName,measure,date_from,date_to,activityLevel,value
BEBRU2,Bruxelles-Nord/Brussel-Noord,RSV,2026-06-07,2027-06-21,High,0.000564
BEBRU2,Bruxelles-Nord/Brussel-Noord,RSV,2026-06-07,2027-06-21,Very_high,0.00252
BEBRU1,Bruxelles-Sud/Brussel-Zuid,RSV,2026-06-07,2027-06-21,Medium,0.000193
BEBRU1,Bruxelles-Sud/Brussel-Zuid,RSV,2026-06-07,2027-06-21,High,0.000986
BEBRU1,Bruxelles-Sud/Brussel-Zuid,RSV,2026-06-07,2027-06-21,Very_high,0.003144
BE_F_TP_026,Dendermonde,RSV,2026-06-07,2027-06-21,Medium,0.000182
BE_F_TP_026,Dendermonde,RSV,2026-06-07,2027-06-21,High,0.001103
BE_F_TP_026,Dendermonde,RSV,2026-06-07,2027-06-21,Very_high,0.004003
BE_F_TP_053,Deurne,RSV,2026-06-07,2027-06-21,Medium,0.000281
BE_F_TP_053,Deurne,RSV,2026-06-07,2027-06-21,High,0.001148
BE_F_TP_053,Deurne,RSV,2026-06-07,2027-06-21,Very_high,0.002451
BE_F_TP_105,Genk,RSV,2026-06-07,2027-06-21,Medium,0.000111
BE_F_TP_105,Genk,RSV,2026-06-07,2027-06-21,High,0.001908
BE_F_TP_105,Genk,RSV,2026-06-07,2027-06-21,Very_high,0.005667
BE_F_TP_020,Gent,RSV,2026-06-07,2027-06-21,Medium,0.000229
BE_F_TP_020,Gent,RSV,2026-06-07,2027-06-21,High,0.000702
BE_F_TP_020,Gent,RSV,2026-06-07,2027-06-21,Very_high,0.002516
BE_F_TP_182,Grimbergen,RSV,2026-06-07,2027-06-21,Medium,0.0002
BE_F_TP_182,Grimbergen,RSV,2026-06-07,2027-06-21,High,0.000937
BE_F_TP_182,Grimbergen,RSV,2026-06-07,2027-06-21,Very_high,0.003832
BE_F_TP_012,Harelbeke,RSV,2026-06-07,2027-06-21,Medium,0.000069
BE_F_TP_012,Harelbeke,RSV,2026-06-07,2027-06-21,High,0.001056
BE_F_TP_012,Harelbeke,RSV,2026-06-07,2027-06-21,Very_high,0.003002
BE_F_TP_110,Hasselt,RSV,2026-06-07,2027-06-21,Medium,0.000052
BE_F_TP_110,Hasselt,RSV,2026-06-07,2027-06-21,High,0.000822
BE_F_TP_110,Hasselt,RSV,2026-06-07,2027-06-21,Very_high,0.002688
BE_F_TP_089,Leuven,RSV,2026-06-07,2027-06-21,Medium,0.000209
BE_F_TP_089,Leuven,RSV,2026-06-07,2027-06-21,High,0.001199
BE_F_TP_089,Leuven,RSV,2026-06-07,2027-06-21,Very_high,0.002741
BE_F_TP_174,Liedekerke,RSV,2026-06-07,2027-06-21,Medium,0.000025
BE_F_TP_174,Liedekerke,RSV,2026-06-07,2027-06-21,High,0.000524
BE_F_TP_174,Liedekerke,RSV,2026-06-07,2027-06-21,Very_high,0.001617
BERW6207901,Liège Oupeye,RSV,2026-06-07,2027-06-21,Medium,0.000039
BERW6207901,Liège Oupeye,RSV,2026-06-07,2027-06-21,High,0.000469
BERW6207901,Liège Oupeye,RSV,2026-06-07,2027-06-21,Very_high,0.001472
BERW6206301,Liège Sclessin,RSV,2026-06-07,2027-06-21,Medium,0.000038
BERW6206301,Liège Sclessin,RSV,2026-06-07,2027-06-21,High,0.000578
BERW6206301,Liège Sclessin,RSV,2026-06-07,2027-06-21,Very_high,0.001964
BERW8303401,Marche-en-Famenne,RSV,2026-06-07,2027-06-21,Medium,0.000038
BERW8303401,Marche-en-Famenne,RSV,2026-06-07,2027-06-21,High,0.000691
BERW8303401,Marche-en-Famenne,RSV,2026-06-07,2027-06-21,Very_high,0.002666
BERW5201104,Marchienne-au-Pont,RSV,2026-06-07,2027-06-21,Medium,0.000121
BERW5201104,Marchienne-au-Pont,RSV,2026-06-07,2027-06-21,High,0.000491
BERW5201104,Marchienne-au-Pont,RSV,2026-06-07,2027-06-21,Very_high,0.001758
BE_F_TP_039,Mechelen-Noord,RSV,2026-06-07,2027-06-21,Medium,0.000334
BE_F_TP_039,Mechelen-Noord,RSV,2026-06-07,2027-06-21,High,0.000865
BE_F_TP_039,Mechelen-Noord,RSV,2026-06-07,2027-06-21,Very_high,0.002483
BERW5201103,Montignies-sur-Sambre,RSV,2026-06-07,2027-06-21,Medium,0.000022
BERW5201103,Montignies-sur-Sambre,RSV,2026-06-07,2027-06-21,High,0.000338
BERW5201103,Montignies-sur-Sambre,RSV,2026-06-07,2027-06-21,Very_high,0.001492
BERW9214001,Mornimont,RSV,2026-06-07,2027-06-21,Medium,0.000029
BERW9214001,Mornimont,RSV,2026-06-07,2027-06-21,High,0.000631
BERW9214001,Mornimont,RSV,2026-06-07,2027-06-21,Very_high,0.002101
BERW9209404,Namur-Brumagne,RSV,2026-06-07,2027-06-21,Medium,0.000028
BERW9209404,Namur-Brumagne,RSV,2026-06-07,2027-06-21,High,0.000547
BERW9209404,Namur-Brumagne,RSV,2026-06-07,2027-06-21,Very_high,0.002026
BE_F_TP_014,Oostende,RSV,2026-06-07,2027-06-21,Medium,0.000044
BE_F_TP_014,Oostende,RSV,2026-06-07,2027-06-21,High,0.000974
BE_F_TP_014,Oostende,RSV,2026-06-07,2027-06-21,Very_high,0.004213
BERW5207401,Roselies,RSV,2026-06-07,2027-06-21,Medium,0.000026
BERW5207401,Roselies,RSV,2026-06-07,2027-06-21,High,0.000464
BERW5207401,Roselies,RSV,2026-06-07,2027-06-21,Very_high,0.002769
BE_F_TP_081,Tessenderlo,RSV,2026-06-07,2027-06-21,Medium,0.000073
BE_F_TP_081,Tessenderlo,RSV,2026-06-07,2027-06-21,High,0.001132
BE_F_TP_081,Tessenderlo,RSV,2026-06-07,2027-06-21,Very_high,0.005028
BERW2501503,Vallée du Hain (l'Orchis),RSV,2026-06-07,2027-06-21,Medium,0.000033
BERW2501503,Vallée du Hain (l'Orchis),RSV,2026-06-07,2027-06-21,High,0.000467
BERW2501503,Vallée du Hain (l'Orchis),RSV,2026-06-07,2027-06-21,Very_high,0.001427
BERW5306501,Wasmuel,RSV,2026-06-07,2027-06-21,Medium,0.000015
BERW5306501,Wasmuel,RSV,2026-06-07,2027-06-21,High,0.00037
BERW5306501,Wasmuel,RSV,2026-06-07,2027-06-21,Very_high,0.001705
